INT_SQFT,N_BEDROOM,N_BATHROOM,N_OTHER_ROOM,PARK_FACIL,HOUSE_AGE,SALES_PRICE,AREA_Adyar,AREA_AnnaNagar,AREA_Chromepet,AREA_KKNagar,AREA_Karapakkam,AREA_TNagar,AREA_Velachery
1027,1,1,1,0,36,7671200,0,0,1,0,0,0,0
1223,2,2,0,0,29,6897450,1,0,0,0,0,0,0
1422,2,1,1,1,19,13940580,0,0,0,1,0,0,0
1081,1,1,1,1,26,12370100,0,0,1,0,0,0,0
1603,2,1,1,1,25,14102650,0,0,0,0,0,0,1
1762,1,1,2,1,16,14682580,0,1,0,0,0,0,0
1219,2,2,0,0,23,7400260,1,0,0,0,0,0,0
1953,3,2,0,1,29,10288980,0,0,0,1,0,0,0
1208,1,1,1,0,20,6377750,0,0,0,0,1,0,0
849,1,1,0,1,37,6312750,0,0,0,0,1,0,0
522,1,1,0,0,17,4362750,0,0,0,0,1,0,0
1610,2,2,0,0,31,12520250,0,0,0,0,1,0,0
1945,3,2,0,1,23,10834460,0,0,0,1,0,0,0
884,1,1,1,1,23,9426345,1,0,0,0,0,0,0
668,1,1,0,0,49,5232500,0,0,0,0,1,0,0
740,1,1,0,0,32,5283000,0,0,0,0,1,0,0
1158,1,1,1,1,32,10416480,1,0,0,0,0,0,0
1840,3,2,0,1,46,15715370,0,0,0,0,0,0,1
829,1,1,1,1,33,9179950,0,0,1,0,0,0,0
1650,1,1,2,0,29,17115030,0,1,0,0,0,0,0
1663,1,1,2,0,21,12869560,0,1,0,0,0,0,0
1913,3,2,0,0,15,7030720,0,0,0,0,0,0,1
1963,3,2,0,0,8,8636980,0,0,0,0,0,0,1
1806,2,1,2,0,21,14638800,0,0,0,0,0,1,0
1630,2,1,1,0,24,7279480,0,0,0,0,0,0,1
1016,1,1,1,0,33,4473750,0,0,0,0,1,0,0
1823,2,1,2,1,26,20527770,0,0,0,0,0,1,0
1185,1,1,1,0,30,12387700,0,0,1,0,0,0,0
1478,2,2,0,0,49,4458750,0,0,0,0,1,0,0
875,1,1,1,1,26,8537500,0,0,1,0,0,0,0
2087,3,2,0,1,4,11552700,0,0,0,1,0,0,0
1970,2,1,2,1,10,13703500,0,1,0,0,0,0,0
1645,2,1,1,1,10,13920600,0,0,0,0,0,0,1
1856,2,1,2,0,41,19550620,0,0,0,0,0,1,0
1782,2,1,1,1,31,16068640,0,0,0,0,0,0,1
1465,2,2,0,1,33,6397000,0,0,0,0,1,0,0
2439,4,2,0,0,25,11119720,0,0,0,1,0,0,0
1693,2,1,1,0,10,11431660,0,0,0,1,0,0,0
1737,1,1,2,0,21,12793250,0,1,0,0,0,0,0
1111,1,1,1,1,40,8631250,0,0,0,0,1,0,0
2485,4,2,0,0,8,18984160,0,0,0,1,0,0,0
1568,2,1,1,1,11,12415670,0,0,0,0,0,0,1
512,1,1,0,0,25,5244500,0,0,0,0,1,0,0
958,1,1,1,0,9,10720550,0,0,1,0,0,0,0
1565,1,1,2,1,30,19685020,0,0,0,0,0,1,0
1706,2,1,1,1,27,14400140,0,0,0,1,0,0,0
1616,2,1,1,1,53,10094160,0,0,0,0,0,0,1
1531,1,1,2,0,20,17480550,0,1,0,0,0,0,0
1636,1,1,2,1,19,13380530,0,1,0,0,0,0,0
1997,3,2,0,1,15,16469500,0,0,0,1,0,0,0
915,1,1,1,1,37,8133300,0,0,1,0,0,0,0
1046,1,1,1,0,28,10760220,1,0,0,0,0,0,0
1465,2,1,1,0,9,10148180,0,0,0,1,0,0,0
1399,2,1,1,1,28,10695340,0,0,0,1,0,0,0
1126,1,1,1,0,17,8882720,0,0,1,0,0,0,0
1368,2,2,0,0,37,6774750,0,0,0,0,1,0,0
709,1,1,0,0,14,6435300,0,0,1,0,0,0,0
1550,1,1,2,0,19,11109230,0,0,0,0,0,1,0
1882,3,2,0,1,16,14239220,0,0,0,0,0,0,1
1538,1,1,2,1,36,11312920,0,1,0,0,0,0,0
1881,3,2,0,0,41,14495770,0,0,0,0,0,0,1
641,1,1,0,0,16,9947855,1,0,0,0,0,0,0
1912,2,1,2,0,17,12364840,0,1,0,0,0,0,0
1194,1,1,1,1,34,13683650,0,0,1,0,0,0,0
1502,2,2,0,1,31,9328250,0,0,0,0,1,0,0
1649,1,1,2,0,10,18803650,0,1,0,0,0,0,0
854,1,1,0,0,5,7581750,0,0,0,0,1,0,0
2388,4,2,0,1,6,12014520,0,0,0,1,0,0,0
1381,2,2,0,0,5,8286250,0,0,0,0,1,0,0
838,1,1,1,1,36,12194550,0,0,1,0,0,0,0
1684,2,1,1,1,22,14994840,0,0,0,1,0,0,0
1740,1,1,2,1,31,13695970,0,1,0,0,0,0,0
1918,2,1,2,1,43,20747530,0,0,0,0,0,1,0
669,1,1,0,0,36,5110125,0,0,0,0,1,0,0
965,1,1,1,0,26,9625300,0,0,1,0,0,0,0
1899,3,2,0,0,18,8433410,0,0,0,0,0,0,1
1553,2,1,1,0,18,6766430,0,0,0,0,0,0,1
976,1,1,1,1,18,6895500,0,0,0,0,1,0,0
1628,1,1,2,0,10,12651550,0,1,0,0,0,0,0
894,1,1,1,1,27,9038780,0,0,1,0,0,0,0
1734,1,1,2,0,24,10497580,0,1,0,0,0,0,0
662,1,1,0,0,50,5073500,0,0,0,0,1,0,0
994,1,1,1,0,11,10834880,1,0,0,0,0,0,0
1033,1,1,1,0,28,11718800,0,0,1,0,0,0,0
1462,2,2,0,0,29,4361500,0,0,0,0,1,0,0
1662,1,1,2,1,14,19074830,0,1,0,0,0,0,0
1865,3,2,0,0,18,9859360,0,0,0,1,0,0,0
1042,1,1,1,1,38,5265250,0,0,0,0,1,0,0
828,1,1,1,0,22,7553060,0,0,1,0,0,0,0
850,1,1,1,0,9,7123750,0,0,1,0,0,0,0
1562,2,2,0,1,47,11359000,0,0,0,0,1,0,0
1425,2,1,1,1,5,9762100,0,0,0,1,0,0,0
1813,2,1,2,0,42,12370550,0,1,0,0,0,0,0
1973,3,2,0,0,45,8962970,0,0,0,0,0,0,1
1558,1,1,2,0,13,10841760,0,1,0,0,0,0,0
1702,2,1,1,1,25,10140700,0,0,0,0,0,0,1
1781,1,1,2,0,38,17959010,0,0,0,0,0,1,0
1538,1,1,2,1,20,17749320,0,0,0,0,0,1,0
1906,3,2,0,1,5,16602700,0,0,0,0,0,0,1
1782,1,1,2,1,20,14980260,0,1,0,0,0,0,0
848,1,1,1,1,21,11476830,1,0,0,0,0,0,0
737,1,1,0,1,15,10276200,0,0,1,0,0,0,0
1512,1,1,2,1,10,13737610,0,0,0,0,0,1,0
1956,3,2,0,1,6,11373920,0,0,0,1,0,0,0
1402,2,1,1,0,18,13085580,0,0,0,1,0,0,0
779,1,1,0,1,39,7574830,0,0,1,0,0,0,0
1625,1,1,2,0,41,12085470,0,1,0,0,0,0,0
1724,1,1,2,0,16,12337540,0,1,0,0,0,0,0
2277,4,2,0,1,28,13310520,0,0,0,1,0,0,0
1692,1,1,2,1,29,13669910,0,0,0,0,0,1,0
1184,1,1,1,1,26,13860650,0,0,1,0,0,0,0
657,1,1,0,0,43,3643875,0,0,0,0,1,0,0
942,1,1,1,0,17,7766550,0,0,1,0,0,0,0
1535,2,1,1,1,40,14211850,0,0,0,0,0,0,1
966,1,1,1,1,27,13231850,0,0,1,0,0,0,0
1294,1,1,1,1,22,9160750,0,0,0,0,1,0,0
2042,3,2,0,1,14,11848520,0,0,0,1,0,0,0
1110,1,1,1,1,24,8561060,1,0,0,0,0,0,0
819,1,1,1,1,21,8131900,0,0,1,0,0,0,0
1132,1,1,1,0,14,13709700,0,0,1,0,0,0,0
900,1,1,1,1,36,10128440,1,0,0,0,0,0,0
2486,4,2,0,1,19,19615980,0,0,0,1,0,0,0
896,1,1,1,1,9,6765500,0,0,0,0,1,0,0
1749,2,1,1,1,43,15388610,0,0,0,0,0,0,1
1252,2,1,1,1,19,14902450,0,0,1,0,0,0,0
1234,2,1,1,0,37,13822150,0,0,1,0,0,0,0
2306,4,2,0,1,24,11319280,0,0,0,1,0,0,0
814,1,1,1,0,25,8890930,0,0,1,0,0,0,0
878,1,1,1,0,18,9209360,0,0,1,0,0,0,0
1053,1,1,1,0,20,13217400,0,0,1,0,0,0,0
1809,2,1,2,0,13,20034510,0,0,0,0,0,1,0
1871,2,1,2,0,32,14904220,0,1,0,0,0,0,0
802,1,1,1,1,38,9721700,0,0,1,0,0,0,0
1191,1,1,1,1,22,9894050,0,0,1,0,0,0,0
1025,1,1,1,0,33,10843610,1,0,0,0,0,0,0
1392,2,1,1,0,8,12286360,0,0,0,1,0,0,0
2499,4,2,0,1,7,13397920,0,0,0,1,0,0,0
1290,1,1,1,1,26,8700500,0,0,0,0,1,0,0
1760,1,1,2,1,20,20346350,0,1,0,0,0,0,0
1279,2,1,1,0,21,9795730,0,0,1,0,0,0,0
816,1,1,1,0,30,10008100,0,0,1,0,0,0,0
1904,2,1,2,0,26,20838520,0,0,0,0,0,1,0
1502,2,1,1,0,13,12614460,0,0,0,1,0,0,0
922,1,1,1,1,14,8634640,0,0,1,0,0,0,0
1781,1,1,2,0,10,20518750,0,0,0,0,0,1,0
645,1,1,0,1,11,8793480,1,0,0,0,0,0,0
1142,1,1,1,0,22,12807300,0,0,1,0,0,0,0
1674,1,1,2,0,44,10410130,0,0,0,0,0,1,0
781,1,1,0,0,11,11157780,1,0,0,0,0,0,0
1274,2,2,0,0,10,9335050,1,0,0,0,0,0,0
687,1,1,0,0,18,5913625,0,0,0,0,1,0,0
1886,2,1,2,0,22,14671170,0,0,0,0,0,1,0
1598,1,1,2,1,33,20024110,0,0,0,0,0,1,0
593,1,1,0,1,13,6474250,0,0,0,0,1,0,0
1815,2,1,2,0,14,19814280,0,1,0,0,0,0,0
1121,1,1,1,0,30,5849125,0,0,0,0,1,0,0
1182,1,1,1,0,7,10097940,0,0,1,0,0,0,0
1864,2,1,2,0,40,12867590,0,1,0,0,0,0,0
2125,3,2,0,0,28,16656560,0,0,0,1,0,0,0
955,1,1,1,0,6,9743700,0,0,1,0,0,0,0
1625,2,1,1,0,16,13718940,0,0,0,0,0,0,1
864,1,1,1,1,7,12556650,0,0,1,0,0,0,0
1183,1,1,1,1,14,10453960,0,0,1,0,0,0,0
938,1,1,1,0,46,4918500,0,0,0,0,1,0,0
1040,1,1,1,1,37,7600500,0,0,0,0,1,0,0
849,1,1,1,1,36,11650600,0,0,1,0,0,0,0
914,1,1,1,1,23,6688000,0,0,0,0,1,0,0
1156,1,1,1,1,9,8947750,0,0,0,0,1,0,0
830,1,1,1,1,23,10858850,0,0,1,0,0,0,0
1655,2,1,1,0,29,9843580,0,0,0,1,0,0,0
1693,2,1,1,1,20,10021800,0,0,0,1,0,0,0
1014,1,1,1,1,22,13091650,0,0,1,0,0,0,0
1148,1,1,1,0,32,8179150,0,0,1,0,0,0,0
2453,4,2,0,0,19,13729040,0,0,0,1,0,0,0
2167,3,2,0,0,24,12477240,0,0,0,1,0,0,0
1404,2,2,0,1,19,9146500,0,0,0,0,1,0,0
1545,1,1,2,0,5,13986920,0,0,0,0,0,1,0
1634,2,1,1,1,54,8177900,0,0,0,0,0,0,1
1268,2,1,1,1,18,10982650,0,0,1,0,0,0,0
1682,2,1,1,1,5,12239160,0,0,0,1,0,0,0
1787,2,1,1,0,48,9640180,0,0,0,0,0,0,1
1337,2,2,0,1,35,7953125,0,0,0,0,1,0,0
695,1,1,0,1,13,6149410,1,0,0,0,0,0,0
1930,2,1,2,0,44,13060780,0,1,0,0,0,0,0
1042,1,1,1,1,18,10581040,0,0,1,0,0,0,0
1613,1,1,2,0,6,17538420,0,0,0,0,0,1,0
1270,1,1,1,1,22,8953500,0,0,0,0,1,0,0
997,1,1,1,1,39,12056200,0,0,1,0,0,0,0
726,1,1,0,0,11,6280650,0,0,1,0,0,0,0
1853,3,2,0,0,9,10017780,0,0,0,0,0,0,1
1591,2,1,1,0,19,8353830,0,0,0,0,0,0,1
1980,2,1,2,0,32,14332790,0,1,0,0,0,0,0
2226,4,2,0,1,30,11670400,0,0,0,1,0,0,0
808,1,1,1,0,19,11949085,1,0,0,0,0,0,0
1376,2,2,0,0,18,8105250,0,0,0,0,1,0,0
1868,2,1,2,0,40,20033450,0,0,0,0,0,1,0
1311,1,1,1,0,28,6532250,0,0,0,0,1,0,0
805,1,1,1,1,26,8934405,1,0,0,0,0,0,0
706,1,1,0,0,33,7818970,0,0,1,0,0,0,0
1464,2,2,0,0,5,6272750,0,0,0,0,1,0,0
648,1,1,0,0,34,10374210,1,0,0,0,0,0,0
1917,3,2,0,1,5,11081520,0,0,0,0,0,0,1
1018,1,1,1,1,7,9213320,1,0,0,0,0,0,0
1694,1,1,2,1,35,18855250,0,1,0,0,0,0,0
1112,1,1,1,1,35,13363650,0,0,1,0,0,0,0
950,1,1,1,1,17,6408750,0,0,0,0,1,0,0
1282,2,2,0,1,18,10934170,1,0,0,0,0,0,0
1639,2,1,1,0,37,7016840,0,0,0,0,0,0,1
1501,2,1,1,1,23,10681680,0,0,0,1,0,0,0
765,1,1,0,0,19,5737000,0,0,1,0,0,0,0
1765,1,1,2,0,20,13668850,0,1,0,0,0,0,0
1518,2,2,0,1,29,6597000,0,0,0,0,1,0,0
2417,4,2,0,0,26,11436120,0,0,0,1,0,0,0
1070,1,1,1,1,48,5046750,0,0,0,0,1,0,0
1784,1,1,2,1,17,14819560,0,0,0,0,0,1,0
1188,1,1,1,0,5,9797510,0,0,1,0,0,0,0
1494,2,2,0,1,32,8188000,0,0,0,0,1,0,0
1810,2,1,2,0,7,20441490,0,0,0,0,0,1,0
738,1,1,0,1,16,6799000,0,0,0,0,1,0,0
1564,2,1,1,0,8,10019360,0,0,0,1,0,0,0
1211,1,1,1,0,27,8505000,0,0,0,0,1,0,0
1662,2,1,1,1,46,13384340,0,0,0,0,0,0,1
1530,2,1,1,0,39,10851180,0,0,0,0,0,0,1
909,1,1,1,1,26,8310590,1,0,0,0,0,0,0
690,1,1,0,1,9,7486235,1,0,0,0,0,0,0
780,1,1,0,0,24,7060000,0,0,1,0,0,0,0
1195,1,1,1,0,6,10210500,0,0,1,0,0,0,0
1428,2,2,0,1,9,13180500,0,0,0,0,1,0,0
746,1,1,0,1,6,6390690,1,0,0,0,0,0,0
921,1,1,1,0,10,7178250,1,0,0,0,0,0,0
607,1,1,0,0,7,5383105,1,0,0,0,0,0,0
712,1,1,0,0,15,6978025,1,0,0,0,0,0,0
2312,4,2,0,0,10,12569800,0,0,0,1,0,0,0
1809,3,2,0,0,20,11269470,0,0,0,0,0,0,1
1872,2,1,2,0,18,14822920,0,0,0,0,0,1,0
2286,4,2,0,0,10,13403120,0,0,0,1,0,0,0
1648,2,2,0,0,28,5314000,0,0,0,0,1,0,0
1522,1,1,2,0,17,11584500,0,1,0,0,0,0,0
919,1,1,1,0,7,12157650,0,0,1,0,0,0,0
1858,2,1,2,1,24,12695630,0,0,0,0,0,1,0
1082,1,1,1,1,18,12944300,0,0,1,0,0,0,0
1338,2,2,0,1,7,7384750,0,0,0,0,1,0,0
1559,2,2,0,0,14,5749000,0,0,0,0,1,0,0
860,1,1,0,0,36,6063250,0,0,0,0,1,0,0
1769,2,1,1,1,24,9626680,0,0,0,0,0,0,1
1197,1,1,1,0,14,9273100,0,0,1,0,0,0,0
1971,3,2,0,1,27,15559710,0,0,0,0,0,0,1
1966,3,2,0,1,7,9665040,0,0,0,0,0,0,1
2176,3,2,0,0,11,11751940,0,0,0,1,0,0,0
1519,2,2,0,0,7,5686125,0,0,0,0,1,0,0
1892,3,2,0,1,22,11526700,0,0,0,1,0,0,0
786,1,1,0,0,7,6900800,0,0,1,0,0,0,0
942,1,1,1,1,38,9824040,0,0,1,0,0,0,0
1344,2,2,0,1,40,7524750,0,0,0,0,1,0,0
943,1,1,1,1,32,7102125,0,0,0,0,1,0,0
1098,1,1,1,0,31,8901650,0,0,1,0,0,0,0
1190,1,1,1,0,8,6499750,0,0,0,0,1,0,0
1590,2,1,1,1,26,9637220,0,0,0,0,0,0,1
1040,1,1,1,1,20,9567000,0,0,0,0,1,0,0
1524,2,1,1,0,16,9890620,0,0,0,1,0,0,0
1132,1,1,1,1,23,8356850,0,0,1,0,0,0,0
1699,1,1,2,1,42,19297260,0,1,0,0,0,0,0
1204,2,1,1,1,20,10096480,0,0,1,0,0,0,0
1003,1,1,1,0,13,13709595,1,0,0,0,0,0,0
1610,1,1,2,1,45,12364800,0,1,0,0,0,0,0
1869,3,2,0,0,44,8074630,0,0,0,0,0,0,1
1676,1,1,2,1,13,20302130,0,1,0,0,0,0,0
929,1,1,1,1,28,9494835,1,0,0,0,0,0,0
1265,1,1,1,0,12,8970625,0,0,0,0,1,0,0
1585,1,1,2,0,36,17556170,0,0,0,0,0,1,0
729,1,1,0,0,19,9860400,0,0,1,0,0,0,0
1882,2,1,2,0,16,12235870,0,0,0,0,0,1,0
912,1,1,1,1,16,9350240,1,0,0,0,0,0,0
2147,3,2,0,0,18,17180560,0,0,0,1,0,0,0
898,1,1,1,1,40,12906800,0,0,1,0,0,0,0
1979,3,2,0,1,17,15965590,0,0,0,0,0,0,1
1398,2,2,0,0,39,7443250,0,0,0,0,1,0,0
942,1,1,1,1,20,5895000,0,0,0,0,1,0,0
1504,2,2,0,0,44,7868000,0,0,0,0,1,0,0
821,1,1,1,1,9,8707750,0,0,1,0,0,0,0
1045,1,1,1,0,20,11329800,1,0,0,0,0,0,0
1149,1,1,1,0,19,8318450,0,0,1,0,0,0,0
1666,1,1,2,1,28,13009590,0,1,0,0,0,0,0
1210,1,1,1,1,30,8333250,0,0,0,0,1,0,0
1523,2,1,1,1,41,8078620,0,0,0,0,0,0,1
891,1,1,1,0,37,10674350,0,0,1,0,0,0,0
1955,2,1,2,1,36,22302670,0,0,0,0,0,1,0
1191,1,1,1,0,7,10749120,0,0,1,0,0,0,0
1641,2,1,1,0,5,9575120,0,0,0,1,0,0,0
740,1,1,0,1,34,7525500,0,0,1,0,0,0,0
1588,2,1,1,0,39,11385450,0,0,0,0,0,0,1
1272,1,1,1,1,7,7544000,0,0,0,0,1,0,0
879,1,1,1,0,20,12177400,0,0,1,0,0,0,0
1228,2,1,1,0,25,10071110,0,0,1,0,0,0,0
946,1,1,1,0,14,7922250,0,0,0,0,1,0,0
867,1,1,0,1,42,7691250,0,0,0,0,1,0,0
1932,3,2,0,1,51,7733620,0,0,0,0,0,0,1
1617,2,1,1,0,47,13014740,0,0,0,0,0,0,1
2179,3,2,0,1,17,18485760,0,0,0,1,0,0,0
1040,1,1,1,1,33,4437750,0,0,0,0,1,0,0
950,1,1,1,1,18,8047500,0,0,0,0,1,0,0
1354,2,2,0,0,47,5131250,0,0,0,0,1,0,0
1739,2,1,1,0,37,11730190,0,0,0,0,0,0,1
935,1,1,1,0,30,11679050,1,0,0,0,0,0,0
1484,2,2,0,1,35,6790750,0,0,0,0,1,0,0
2182,3,2,0,0,26,11774560,0,0,0,1,0,0,0
1711,1,1,2,0,17,11523870,0,1,0,0,0,0,0
886,1,1,1,0,28,6956820,0,0,1,0,0,0,0
1760,2,1,1,1,34,16616430,0,0,0,0,0,0,1
1283,2,1,1,1,29,9606750,0,0,1,0,0,0,0
1155,1,1,1,0,33,6125250,0,0,0,0,1,0,0
752,1,1,0,1,11,5807250,0,0,0,0,1,0,0
1888,3,2,0,1,22,11805840,0,0,0,1,0,0,0
1211,2,1,1,0,22,13261700,0,0,1,0,0,0,0
1248,1,1,1,1,30,5710250,0,0,0,0,1,0,0
1892,3,2,0,1,17,16967540,0,0,0,1,0,0,0
1030,1,1,1,0,21,5743315,1,0,0,0,0,0,0
1254,2,1,1,0,21,9095330,0,0,1,0,0,0,0
1762,2,1,1,0,19,14826580,0,0,0,1,0,0,0
1622,2,2,0,0,24,11168750,0,0,0,0,1,0,0
951,1,1,1,0,29,11264700,0,0,1,0,0,0,0
1981,2,1,2,0,18,20697180,0,1,0,0,0,0,0
1628,2,2,0,0,6,6008250,0,0,0,0,1,0,0
797,1,1,0,0,22,7142850,0,0,1,0,0,0,0
1587,2,2,0,1,32,11268000,0,0,0,0,1,0,0
1081,1,1,1,0,9,11318950,0,0,1,0,0,0,0
1895,2,1,2,1,10,14358470,0,1,0,0,0,0,0
973,1,1,1,1,40,12173800,0,0,1,0,0,0,0
844,1,1,1,1,7,9319450,0,0,1,0,0,0,0
965,1,1,1,0,27,6598000,0,0,1,0,0,0,0
1742,2,1,1,0,13,8539610,0,0,0,0,0,0,1
1304,1,1,1,1,5,10779980,0,0,0,1,0,0,0
1510,1,1,2,0,23,11220930,0,0,0,0,0,1,0
1888,2,1,2,1,23,21014810,0,0,0,0,0,1,0
1540,1,1,2,1,8,19142980,0,1,0,0,0,0,0
1023,1,1,1,1,10,7310375,0,0,0,0,1,0,0
798,1,1,0,0,14,7506500,0,0,0,0,1,0,0
1624,1,1,2,1,13,13099130,0,1,0,0,0,0,0
1612,2,1,1,0,7,8599740,0,0,0,1,0,0,0
1723,1,1,2,1,39,14028720,0,0,0,0,0,1,0
950,1,1,1,1,23,11873250,0,0,1,0,0,0,0
1919,2,1,2,1,34,20496430,0,0,0,0,0,1,0
1528,1,1,2,1,25,14203260,0,0,0,0,0,1,0
1081,1,1,1,1,36,5940250,0,0,0,0,1,0,0
1002,1,1,1,1,5,10232240,0,0,1,0,0,0,0
937,1,1,1,0,11,9037200,0,0,1,0,0,0,0
2372,4,2,0,1,22,13851040,0,0,0,1,0,0,0
1237,2,1,1,0,10,13331300,0,0,1,0,0,0,0
1242,2,1,1,0,9,13896950,0,0,1,0,0,0,0
1700,2,1,1,1,42,7326290,0,0,0,0,0,0,1
2422,4,2,0,0,15,12532900,0,0,0,1,0,0,0
801,1,1,1,0,38,7385300,0,0,1,0,0,0,0
1503,2,1,1,0,51,10769370,0,0,0,0,0,0,1
1549,1,1,2,1,23,18531930,0,1,0,0,0,0,0
606,1,1,0,1,36,8605340,1,0,0,0,0,0,0
1277,2,1,1,1,34,10150100,0,0,1,0,0,0,0
791,1,1,0,0,18,9525100,0,0,1,0,0,0,0
1878,2,1,2,0,29,20734630,0,0,0,0,0,1,0
806,1,1,0,0,30,7210750,0,0,0,0,1,0,0
1543,1,1,2,1,39,19083430,0,0,0,0,0,1,0
1363,2,1,1,1,10,12572000,0,0,0,1,0,0,0
1584,1,1,2,0,5,11173220,0,0,0,0,0,1,0
1794,1,1,2,1,18,20940460,0,1,0,0,0,0,0
704,1,1,0,1,38,6965500,0,0,0,0,1,0,0
1531,1,1,2,0,24,11779810,0,1,0,0,0,0,0
1003,1,1,1,1,12,9778110,0,0,1,0,0,0,0
1010,1,1,1,1,15,9773000,0,0,1,0,0,0,0
1794,1,1,2,1,14,12653630,0,1,0,0,0,0,0
1756,2,1,1,0,24,10630800,0,0,0,1,0,0,0
1188,1,1,1,1,15,14196640,1,0,0,0,0,0,0
1164,1,1,1,0,38,12873650,0,0,1,0,0,0,0
1851,2,1,2,1,26,13698720,0,0,0,0,0,1,0
1176,1,1,1,1,14,10881370,0,0,1,0,0,0,0
1503,2,1,1,1,5,11327760,0,0,0,1,0,0,0
1621,2,2,0,1,6,8892625,0,0,0,0,1,0,0
883,1,1,0,0,10,5057875,0,0,0,0,1,0,0
1257,2,1,1,1,24,9481950,0,0,1,0,0,0,0
552,1,1,0,1,47,4950250,0,0,0,0,1,0,0
1803,2,1,2,1,23,12993900,0,1,0,0,0,0,0
721,1,1,0,1,7,6453250,0,0,0,0,1,0,0
1573,2,1,1,0,33,8545010,0,0,0,0,0,0,1
723,1,1,0,1,6,8725650,0,0,1,0,0,0,0
1148,1,1,1,0,21,10437110,0,0,1,0,0,0,0
1513,2,1,1,0,23,9507320,0,0,0,1,0,0,0
951,1,1,1,0,28,7862800,0,0,1,0,0,0,0
2449,4,2,0,0,24,12084280,0,0,0,1,0,0,0
1597,1,1,2,1,29,12569440,0,0,0,0,0,1,0
1058,1,1,1,0,21,7020750,0,0,0,0,1,0,0
1438,2,2,0,1,34,6505500,0,0,0,0,1,0,0
1616,2,2,0,0,23,5829250,0,0,0,0,1,0,0
632,1,1,0,1,28,11719720,1,0,0,0,0,0,0
953,1,1,1,0,18,8801100,0,0,1,0,0,0,0
1714,2,1,1,0,7,9470340,0,0,0,1,0,0,0
1334,2,1,1,0,16,11813720,0,0,0,1,0,0,0
1770,1,1,2,0,26,19844870,0,1,0,0,0,0,0
1098,1,1,1,1,24,6465000,0,0,0,0,1,0,0
1010,1,1,1,0,13,9207350,0,0,1,0,0,0,0
1195,1,1,1,0,18,10795500,0,0,0,0,1,0,0
624,1,1,0,0,19,5378000,1,0,0,0,0,0,0
1272,2,1,1,0,10,10030140,0,0,1,0,0,0,0
1324,1,1,1,0,13,9140480,0,0,0,1,0,0,0
2424,4,2,0,1,19,18796780,0,0,0,1,0,0,0
1438,2,1,1,1,26,13444320,0,0,0,1,0,0,0
701,1,1,0,1,11,11764865,1,0,0,0,0,0,0
1236,2,1,1,1,19,11240520,0,0,1,0,0,0,0
1744,2,1,1,1,43,7670180,0,0,0,0,0,0,1
1078,1,1,1,1,31,8372710,0,0,1,0,0,0,0
901,1,1,1,1,13,9491300,0,0,1,0,0,0,0
1669,2,1,1,1,45,13852750,0,0,0,0,0,0,1
1073,1,1,1,0,7,9537120,1,0,0,0,0,0,0
1273,1,1,1,0,28,11026000,0,0,0,0,1,0,0
1235,2,2,0,0,12,13158180,1,0,0,0,0,0,0
1400,2,2,0,0,48,6195750,0,0,0,0,1,0,0
1598,1,1,2,1,38,11450470,0,1,0,0,0,0,0
1819,2,1,2,0,16,13763020,0,1,0,0,0,0,0
902,1,1,1,0,23,12133045,1,0,0,0,0,0,0
795,1,1,0,1,35,9954125,1,0,0,0,0,0,0
1763,2,1,1,1,22,15329240,0,0,0,1,0,0,0
1848,3,2,0,0,5,14445470,0,0,0,0,0,0,1
1288,2,1,1,1,17,15780550,0,0,1,0,0,0,0
1615,2,1,1,1,18,10172480,0,0,0,0,0,0,1
1026,1,1,1,1,10,13885100,0,0,1,0,0,0,0
1598,2,1,1,1,17,11762090,0,0,0,0,0,0,1
1896,3,2,0,1,24,9315600,0,0,0,0,0,0,1
2276,4,2,0,0,12,13221960,0,0,0,1,0,0,0
2407,4,2,0,0,28,17099760,0,0,0,1,0,0,0
1083,1,1,1,0,27,9692960,0,0,1,0,0,0,0
728,1,1,0,1,34,7638500,0,0,1,0,0,0,0
1894,2,1,2,0,43,11863010,0,0,0,0,0,1,0
1595,1,1,2,1,8,11679830,0,1,0,0,0,0,0
1274,2,1,1,0,32,14254400,0,0,1,0,0,0,0
1760,1,1,2,0,21,12308520,0,1,0,0,0,0,0
969,1,1,1,1,35,11157225,1,0,0,0,0,0,0
1652,2,1,1,1,47,9463960,0,0,0,0,0,0,1
1211,1,1,1,0,24,7491375,0,0,0,0,1,0,0
958,1,1,1,1,4,12863400,0,0,1,0,0,0,0
818,1,1,1,1,22,8027500,0,0,1,0,0,0,0
958,1,1,1,1,8,11221720,1,0,0,0,0,0,0
1091,1,1,1,1,22,14893850,0,0,1,0,0,0,0
1066,1,1,1,1,30,9572300,0,0,1,0,0,0,0
2371,4,2,0,0,30,10463400,0,0,0,1,0,0,0
1451,2,2,0,1,40,10475000,0,0,0,0,1,0,0
1985,2,1,2,0,21,21969520,0,1,0,0,0,0,0
1853,3,2,0,1,35,16550350,0,0,0,0,0,0,1
1841,3,2,0,0,36,9871170,0,0,0,0,0,0,1
1767,1,1,2,1,37,20331090,0,1,0,0,0,0,0
1147,1,1,1,1,38,9352100,0,0,1,0,0,0,0
1232,2,1,1,0,18,8588100,0,0,1,0,0,0,0
1264,2,1,1,0,32,10265430,0,0,1,0,0,0,0
898,1,1,1,1,39,9451250,0,0,0,0,1,0,0
